"coefficient","Author"
-0.325325740864642,"E.E. Gewin"
-0.325325735502656,"L.A. Alting Mees"
-0.325296062441547,"F.J.A. Huart"
-0.325281369830903,"Matthijs Vermeulen"
-0.325266389760152,"J.A.J. Barge"
-0.325236724134662,"P.L. van Eck jr."
-0.325236724015047,"Herman Vos"
-0.325236723536346,"Martha Johanna Hamaker"
-0.325236723416735,"S.I. van Zuylen van Nyevelt"
-0.325236718776879,"Arnold Lysen"
-0.325236031156568,"Tj. Sterringa"
-0.325224396823564,"A.M. Pols"
-0.324933804077647,"Philippus Samuel van Ronkel"
-0.324529812259049,"P.J. van Winter"
-0.324477394372987,"Joris Eeckhout"
-0.324375053606374,"Stan Dietvors"
-0.32258294390465,"F.S. van Bouwdijk Bastiaanse"
-0.32256549296255,"J.P. van Lonkhuijzen"
-0.322536009599285,"Pieter Rink"
-0.322506830902691,"C. de Boer"
-0.322506829661857,"P.J. Fehmers"
-0.322506534060384,"Constantinus Bake"
-0.322506533490887,"M.H.A. van der Valk"
-0.322374710479612,"Th. van Welderen Rengers"
-0.321626553603653,"C.W. van der Pot"
-0.32149714578564,"J. Bierens de Haan"
-0.321169254760267,"Albert Kuyle"
-0.320402148394994,"A. Plate"
-0.319869618517698,"Herman de Man"
-0.319852345284496,"A. Goslinga"
-0.319823362686879,"Dirk Hudig"
-0.319823065153108,"Maurits Uyldert"
-0.31982305380391,"D. Plooij"
-0.319823052306366,"Maarten van Rhijn"
-0.319794076362809,"J. Aalbers"
-0.319793778327342,"Wouter Hutschenruyter"
-0.319793777881387,"F.H. Fischer"
-0.319793777732766,"René de Clercq"
-0.319793766984306,"Jac. P. Thijsse"
-0.319781920068794,"Vic Reinders"
